SeqId,SomaId,Target Name,Target Full Name,UniProt ID,Type,Organism,Dilution,Apparent Kd (M),LoDB (RFU),Signal To Noise Plasma,Intra-Plate CV Plasma,Inter-Plate CV Plasma,Total CV Plasma,Correlation Plasma,F-Statistic Plasma,Lower 95% Normal Plasma (RFU),Median Normal Plasma (RFU),Upper 95% Normal Plasma (RFU),Signal To Noise Serum,Intra-Plate CV Serum,Inter-Plate CV Serum,Total CV Serum,Correlation Serum,F-Statistic Serum,Lower 95% Normal Serum (RFU),Median Normal Serum (RFU),Upper 95% Normal Serum (RFU),Characterization Info,Orthogonal Strategies,MRM-MS Data,DDA-MS Data,Genetic Strategies,Entrez Gene Name,Entrez Gene ID,Ensembl Gene ID,HGNC ID,SELEX Target Name,SELEX UniProt ID,Serum Scalar v4.0 to v4.1,Serum Lin's CCC,Plasma Scalar v4.0 to v4.1,Plasma Lin's CCC
10427-2,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,51,18.333,0.13,0.068,0.147,0.919,8.411,392,932,2360,14.528,0.168,0.078,0.185,0.75,1.464,406,698,1314,,,,,,Igh,,,,KCNE2,Q9Y6J6,1.097,0.84,0.704,0.839
10428-1,SL018045,KI2S2,Killer cell immunoglobulin-like receptor 2DS2,P43631,Protein,Human,20%,1.62E-11,18,77.601,0.077,0.053,0.093,0.966,28.332,899,2212,6965,194.932,0.066,0.032,0.073,0.801,7.747,2506,4105,8422,,,,,29875488,KIR2DS2,100132285,ENSG00000275452|ENSG00000277885|ENSG00000278300,HGNC:6334,,,1.086,0.913,0.654,0.931
10430-31,SL025780,4F2:CD,4F2 cell-surface antigen heavy chain:Cytoplasmic domain,P08195,Protein,Human,20%,6.04E-12,25,4.375,0.144,0.07,0.16,0.243,0.734,61,137,260,10.772,0.142,0.081,0.164,0.369,1.229,115,219,306,,,,,,SLC3A2,6520,ENSG00000168003,HGNC:11026,,,1.358,0.82,0.943,0.712
10432-3,SL018002,K1644,Uncharacterized protein KIAA1644,Q3SXP7,Protein,Human,20%,5.79E-11,37,2.773,0.038,0.029,0.048,0.835,165.335,92,121,198,4.448,0.04,0.033,0.051,0.716,12.205,111,129,205,,,,,,SHISAL1,85352,ENSG00000138944,HGNC:29335,,,1.451,0.864,0.962,0.844
10435-2,SL008645,ASPG,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,P20933,Protein,Human,20%,9.55E-10,26,19.588,0.027,0.017,0.032,0.9,5.926,509,688,1021,36.548,0.018,0.015,0.024,0.82,1.47,656,777,988,,,,,,AGA,175,ENSG00000038002,HGNC:318,,,1.362,0.929,0.943,0.904
10438-19,SL007128,CSF2R,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,P15509,Protein,Human,0.5%,1.56E-11,107,9.831,0.025,0.029,0.039,0.933,5.047,815,1199,1864,14.747,0.016,0.017,0.024,0.781,0.355,1156,1618,2217,,,,,,CSF2RA,1438,ENSG00000198223,HGNC:2435,,,1.123,0.827,0.789,0.866
10440-26,SL025782,ACAM:ECD,CXADR-like membrane protein:Extracellular domain,Q9H6B4,Protein,Human,20%,2.3E-11,42,22.641,0.028,0.025,0.037,0.931,53.02,700,1266,2201,28.597,0.012,0.016,0.02,0.899,49.16,837,1106,1830,,,,,30072576|29875488,CLMP,79827,ENSG00000166250,HGNC:24039,,,1.306,0.949,0.804,0.942
10442-1,SL018089,TM190,Transmembrane protein 190,Q8WZ59,Protein,Human,20%,4.6E-11,29,6.281,0.03,0.023,0.038,0.963,75.008,125,248,580,11.468,0.029,0.025,0.038,0.964,37.915,179,304,598,,,,,29875488,TMEM190,147744,ENSG00000160472,HGNC:29632,,,1.43,0.97,1.076,0.947
10445-20,SL004747,ApoM,Apolipoprotein M,O95445,Protein,Human,0.005%,3.11E-10,75,13.34,0.092,0.062,0.111,0.611,3.115,512,835,1428,9.801,0.09,0.046,0.102,0.494,0.617,426,786,1186,No closely related human proteins were available for specificity testing.,,,30072576,29875488|30072576,APOM,55937,ENSG00000224290|ENSG00000227567|ENSG00000231974|ENSG00000235754|ENSG00000206409|ENSG00000226215|ENSG00000204444,HGNC:13916,,,1.04,0.459,0.802,0.572
10447-18,SL018138,PABP3,Polyadenylate-binding protein 3,Q9H361,Protein,Human,20%,1.58E-11,94,28.961,0.017,0.026,0.031,0.909,13.745,3003,5313,8668,20.742,0.033,0.041,0.053,0.878,4.534,1462,1793,2631,,,,,,PABPC3,5042,ENSG00000151846,HGNC:8556,,,1.116,0.919,0.644,0.889
10449-31,SL008887,TMM46,Protein shisa-2 homolog,Q6UWI4,Protein,Human,20%,1.9E-10,143,11.66,0.132,0.128,0.184,0.767,6.239,1040,2203,3549,20.089,0.044,0.042,0.061,0.827,13.985,1519,2197,3044,,,,,,SHISA2,387914,ENSG00000180730,HGNC:20366,,,1.656,0.713,1.157,0.608
10451-11,SL008914,NUCB1,Nucleobindin-1,Q02818,Protein,Human,0.5%,8.04E-12,83,29.116,0.23,0.119,0.259,0.524,0.695,587,2394,3809,67.05,0.366,0.215,0.425,0.504,1.158,1759,6793,9313,,,,30072576,,NUCB1,4924,ENSG00000104805,HGNC:8043,,,0.996,0.397,0.788,0.269
10452-24,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,56,8.944,0.132,0.131,0.186,0.747,6.597,352,696,1121,26.336,0.041,0.027,0.049,0.826,8.597,724,1022,1314,,,,,,Igh,,,,SYT3,Q9BQG1,1.04,0.69,0.807,0.461
10453-7,SL018233,CEA20,Carcinoembryonic antigen-related cell adhesion molecule 20,Q6UY09,Protein,Human,20%,1.57E-10,16,4.595,0.042,0.045,0.061,0.782,370341.557,64,89,392,10.21,0.02,0.018,0.027,0.879,13.929,104,133,366,,,,,,CEACAM20,125931,ENSG00000273777,HGNC:24879,,,1.337,0.951,0.921,0.94
10454-99,SL018290,DJC16,DnaJ homolog subfamily C member 16,Q9Y2G8,Protein,Human,20%,4.04E-12,24,29.802,0.046,0.034,0.057,0.956,48.062,256,1386,4132,13.034,0.046,0.063,0.078,0.906,1.474,164,219,743,,,,,,DNAJC16,23341,ENSG00000116138,HGNC:29157,,,1.386,0.866,0.704,0.888
10455-196,SL004678,IL-31,Interleukin-31,Q6EBC2,Protein,Human,20%,3.97E-11,54,5.092,0.023,0.024,0.033,0.955,49.903,221,329,1226,16.733,0.024,0.021,0.032,0.957,91.148,327,586,1614,,,,,,IL31,386653,ENSG00000204671,HGNC:19372,,,1.762,0.974,1.205,0.959
10461-57,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,52,2.831,0.081,0.067,0.105,0.522,1.774,152,186,364,5.756,0.036,0.023,0.042,0.814,9.738,182,220,406,,,,,,Igh,,,,CLC14,Q86T13,1.303,0.887,0.941,0.861
10462-14,SL012880,INSL5,Insulin-like peptide INSL5,Q9Y5Q6,Protein,Human,20%,6.56E-12,37,6.413,0.047,0.032,0.057,0.949,103.901,185,293,787,14.871,0.064,0.035,0.073,0.902,61.976,282,399,881,,,,,30072576,INSL5,10022,ENSG00000172410,HGNC:6088,,,1.366,0.934,1.01,0.926
10464-6,SL008696,ANTR1,Anthrax toxin receptor 1,Q9H6X2,Protein,Human,20%,3.62E-10,101,19.808,0.025,0.024,0.034,0.944,52.295,950,1727,3206,20.224,0.024,0.014,0.027,0.973,49.121,1033,1565,2591,,,,,,ANTXR1,84168,ENSG00000169604,HGNC:21014,,,1.621,0.94,0.956,0.91
10467-58,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,67,4.443,0.068,0.075,0.101,0.917,602.051,271,376,2664,17.406,0.019,0.012,0.022,0.946,52.835,646,893,2919,,,,,,Igh,,,,CTXN3,Q4LDR2,1.463,0.933,0.924,0.924
10471-25,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,53,6.438,0.045,0.038,0.058,0.905,31.004,336,435,1413,25.063,0.038,0.054,0.066,0.92,0.013,770,1013,1732,,,,,,Igh,,,,LRRN3,Q9H3W5,1.561,0.927,0.978,0.909
10476-23,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,52,95.566,0.052,0.067,0.085,0.956,54.686,1989,6063,21198,251.938,0.043,0.031,0.054,0.972,92.692,2344,7311,22271,,,,,,Igh,,,,MCFD2,Q8NI22,0.87,0.986,0.594,0.965
10477-162,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,15,11.32,0.928,0.85,1.258,0.121,0.094,18,136,1636,13.016,0.69,0.47,0.835,0.201,1.005,28,191,815,,,,,,Igh,,,,GUC2C,P25092,5.127,0.196,2.731,0.138
10485-56,SL005064,MAGE-4,Melanoma-associated antigen 4,P43358,Protein,Human,20%,5.19E-11,13,1.199,0.826,0.652,1.052,0.091,0.524,3,18,173,1.894,0.645,0.422,0.771,0.098,1.14,3,21,116,,,,,,MAGEA4,4103,ENSG00000147381,HGNC:6802,,,4.442,0.14,2.095,0.097
10489-19,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,15,7.036,0.105,0.094,0.141,0.697,9.921,70,122,201,13.739,0.057,0.038,0.068,0.761,5.376,122,170,227,,,,,,Igh,,,,TCTA,P57738,1.557,0.601,0.929,0.524
10490-3,SL025976,RPN1:CD,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1:Cytoplasmic domain,P04843,Protein,Human,20%,1.72E-12,81,49.741,0.022,0.022,0.031,0.78,16.288,3574,5183,8582,35.681,0.045,0.021,0.05,0.864,0.709,2434,3220,6576,,,,30072576,29875488|30072576,RPN1,6184,ENSG00000163902,HGNC:10381,,,1.256,0.964,0.862,0.888
10491-21,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,36,28.193,0.157,0.159,0.224,0.798,6.473,403,1422,3457,29.63,0.099,0.068,0.12,0.827,8.207,444,858,1795,,,,,,Igh,,,,MPRD,P20645,0.785,0.702,0.651,0.69
10494-48,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,76,2.119,0.042,0.038,0.056,0.802,7.169,149,192,427,4.814,0.021,0.018,0.027,0.847,7.986,210,253,442,,,,,,Igh,,,,Procalcitonin,P01258,1.65,0.882,1.129,0.889
10495-10,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,26,4.231,0.029,0.022,0.036,0.909,40.271,103,131,407,9.767,0.023,0.017,0.028,0.906,393.112,159,188,433,,,,,,Igh,,,,FXYD4,P59646,1.656,0.839,1.131,0.833
10496-11,SL009322,CaCC,Calcium-activated chloride channel regulator 1,A8K7I4,Protein,Human,20%,3.05E-10,63,6.828,0.017,0.016,0.024,0.903,136.962,430,563,3750,21.257,0.022,0.017,0.028,0.727,11.659,918,1095,3214,,,,,,CLCA1,1179,ENSG00000016490,HGNC:2015,,,1.52,0.959,0.934,0.951
10497-242,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,46,4.389,0.077,0.085,0.114,0.562,0.362,183,279,911,7.487,0.039,0.025,0.047,0.74,30.819,208,260,555,,,,,,Igh,,,,COX8A,P10176,1.936,0.846,1.025,0.857
10499-1,SL008733,T106A,Transmembrane protein 106A,Q96A25,Protein,Human,20%,1.22E-10,25,7.406,0.034,0.04,0.052,0.883,10.363,179,297,526,25.987,0.026,0.021,0.034,0.958,16.49,348,539,877,,,,,30072576,TMEM106A,113277,ENSG00000184988,HGNC:28288,,,1.293,0.937,0.798,0.892
10501-3,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,14,1.005,0.646,0.573,0.864,0.091,0.549,3,10,98,1.605,0.639,0.423,0.766,0.106,0.672,3,17,88,,,,,30072576,Igh,,,,cytochrome c oxidase polypeptide VIa-liver,P12074,4.619,0.194,2.431,0.099
10502-15,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,56,5.513,0.065,0.069,0.095,0.813,7.064,265,399,687,14.399,0.028,0.025,0.037,0.896,8.678,484,624,839,,,,,,Igh,,,,PRPC,P02810,1.575,0.894,0.996,0.854
10503-55,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,70,9.15,0.088,0.096,0.13,0.83,7.17,398,697,1159,20.901,0.029,0.023,0.037,0.822,6.616,900,1175,1607,,,,,,Igh,,,,TKN1,P20366,1.321,0.867,0.913,0.769
10504-6,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,55,3.492,0.026,0.018,0.032,0.758,8.504,174,220,444,7.732,0.021,0.019,0.028,0.773,15.306,276,318,487,,,,,,Igh,,,,F159B,A6NKW6,1.401,0.88,0.999,0.891
10506-53,SL007962,PGRC2,Membrane-associated progesterone receptor component 2,O15173,Protein,Human,20%,3.06E-12,97,9.771,0.027,0.018,0.033,0.96,142.896,978,1632,3222,15.507,0.015,0.017,0.023,0.895,57.779,1053,1267,2517,,,,,,PGRMC2,10424,ENSG00000164040,HGNC:16089,,,1.356,0.96,0.851,0.906
10507-166,SL009308,sperm protein 10,Acrosomal protein SP-10,P26436,Protein,Human,20%,1.14E-10,29,5.153,0.06,0.044,0.074,0.895,14.656,121,175,442,11.548,0.034,0.081,0.088,0.652,0.005,203,257,471,No closely related human proteins were available for specificity testing.,,,,,ACRV1,56,ENSG00000134940,HGNC:127,,,1.438,0.976,0.992,0.965
10510-62,SL018612,SCIMP,SLP adapter and CSK-interacting membrane protein,Q6UWF3,Protein,Human,20%,3.66E-10,37,3.572,0.032,0.016,0.036,0.789,8.287,113,141,330,5.878,0.02,0.028,0.035,0.897,41.058,139,166,281,,,,,,SCIMP,388325,ENSG00000161929,HGNC:33504,,,1.617,0.902,1.158,0.885
10511-10,SL025821,Collagen alpha-3(VI):isoform 3,Collagen alpha-3(VI) chain:isoform 3,P12111,Protein,Human,0.5%,2.16E-11,32,4.836,1.039,0.786,1.303,0.086,0.575,7,133,3684,9.551,0.872,0.577,1.046,0.13,1.089,12,198,2098,,,,30072576,30072576,COL6A3,1293,ENSG00000163359,HGNC:2213,,,6.508,0.126,3.512,0.049
10512-13,SL025888,IL3RB:ECD,Cytokine receptor common subunit beta:Extracellular domain,P32927,Protein,Human,20%,1.54E-11,46,4.654,0.015,0.018,0.024,0.952,28.728,152,219,634,7.898,0.02,0.019,0.028,0.895,37.283,219,300,651,,,,,30072576|29875488,CSF2RB,1439,ENSG00000100368,HGNC:2436,,,1.526,0.96,1.047,0.95
10513-13,SL018613,CSEN,Calsenilin,Q9Y2W7,Protein,Human,20%,3.62E-11,44,10.014,0.041,0.027,0.049,0.94,52.135,368,542,3025,15.449,0.039,0.081,0.09,0.857,311.888,426,572,3837,,,,,,KCNIP3,30818,ENSG00000115041,HGNC:15523,,,1.587,0.983,1.028,0.98
10514-5,SL005360,PGD2 synthase,Prostaglandin-H2 D-isomerase,P41222,Protein,Human,0.5%,1.87E-11,43,456.059,0.032,0.02,0.038,0.888,36.261,14249,23146,37474,567.859,0.036,0.019,0.041,0.918,27.535,16268,24906,40684,,,,30072576,29875488|30072576,PTGDS,5730,ENSG00000107317,HGNC:9592,,,0.971,0.947,0.719,0.897
10516-53,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,30,1.839,0.033,0.045,0.056,0.814,35.232,38,56,124,2.117,0.036,0.039,0.054,0.769,34.675,46,57,108,,,,,,Igh,,,,ITM2A,O43736,1.574,0.893,1.081,0.871
10518-14,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,29,2.374,0.032,0.031,0.045,0.586,3.252,55,73,264,4.094,0.029,0.024,0.038,0.827,110.66,74,89,209,,,,,,Igh,,,,TUTLA,Q9P2J2,1.693,0.904,1.23,0.905
10521-10,SL025939,MXRA8:ECD,Matrix-remodeling-associated protein 8:Extracellular domain,Q9BRK3,Protein,Human,0.5%,3.4E-12,39,12.314,0.017,0.017,0.024,0.991,150.027,328,554,943,16.55,0.015,0.013,0.019,0.966,184.827,392,620,992,,,,,,MXRA8,54587,ENSG00000162576,HGNC:7542,,,1.487,0.969,1.165,0.935
10522-167,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,106,46.529,0.194,0.179,0.264,0.813,7.186,1487,6422,14133,49.925,0.106,0.066,0.125,0.571,3.138,2188,5174,9495,,,,,,Igh,,,,PCDB4,Q9Y5E5,1.013,0.578,0.704,0.583
10527-22,SL013075,DHX9,ATP-dependent RNA helicase A,Q08211,Protein,Human,20%,1.99E-11,21,9.344,0.082,0.075,0.111,0.798,5.961,192,273,419,19.134,0.037,0.026,0.045,0.89,13.77,240,332,442,,,,30072576,,DHX9,1660,ENSG00000135829,HGNC:2750,,,0.961,0.782,0.69,0.758
10529-19,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,58,3.876,0.057,0.055,0.079,0.776,375.889,211,270,479,8.268,0.029,0.023,0.037,0.761,46.092,313,365,629,,,,,,Igh,,,,ZN358,Q9NW07,1.811,0.877,1.216,0.889
10530-8,SL016414,PSB6,Proteasome subunit beta type-6,P28072,Protein,Human,20%,6.02E-10,61,4.437,0.051,0.055,0.075,0.701,2.424,241,302,515,7.617,0.037,0.031,0.048,0.644,4.853,293,351,533,,,,,,PSMB6,5694,ENSG00000142507,HGNC:9543,,,1.679,0.826,1.062,0.862
10531-18,SL010845,RASN,GTPase NRas,P01111,Protein,Human,20%,4.12E-11,57,44.286,0.028,0.026,0.038,0.875,22.233,1644,2464,3788,35.548,0.032,0.026,0.041,0.92,1.211,1501,2012,3036,,,,,,NRAS,4893,ENSG00000213281,HGNC:7989,,,0.998,0.878,0.7,0.744
10533-1,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,16,7.952,0.146,0.109,0.182,0.67,2.666,61,164,314,17.792,0.105,0.07,0.126,0.464,1.262,123,224,350,,,,,,Igh,,,,PCDA4,Q9UN74,3.203,0.487,1.561,0.51
10534-40,SL025953,PARP:BRCT domain,Poly [ADP-ribose] polymerase 1:BRCA1 C-terminal:BRCA1 C-terminus domian,P09874,Protein,Human,20%,5.63E-11,50,3.757,0.074,0.066,0.099,0.492,1.387,171,237,1231,7.199,0.058,0.048,0.075,0.567,2.517,220,289,721,,,,,,PARP1,142,ENSG00000143799,HGNC:270,,,2.437,0.749,1.394,0.595
10535-25,SL018731,CX6A2,"Cytochrome c oxidase subunit 6A2, mitochondrial",Q02221,Protein,Human,20%,2.61E-11,16,9.285,0.209,0.062,0.218,0.855,10110.989,35,130,1066,7.24,0.301,0.179,0.35,0.267,0.28,52,126,732,,,,,,COX6A2,1339,ENSG00000156885,HGNC:2279,,,1.581,0.945,1.106,0.888
10539-30,SL014293,C99L2,CD99 antigen-like protein 2,Q8TCZ2,Protein,Human,20%,7.19E-10,53,6.402,0.035,0.041,0.054,0.754,12.097,334,431,859,15.713,0.021,0.018,0.027,0.944,30.551,539,668,996,,,,,,CD99L2,83692,ENSG00000102181,HGNC:18237,,,2.197,0.866,1.104,0.909
10546-2,SL012744,TSEAR,Thrombospondin-type laminin G domain and EAR repeat-containing protein,Q8WU66,Protein,Human,20%,2.71E-10,57,11.439,0.177,0.08,0.194,0.748,14.253,241,683,2335,13.551,0.189,0.109,0.218,0.685,9.853,309,661,2351,,,,,,TSPEAR,54084,ENSG00000175894,HGNC:1268,,,1.661,0.825,1.004,0.652
10547-42,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,69,4.492,0.025,0.028,0.038,0.853,52.313,315,391,648,11.089,0.02,0.024,0.031,0.85,17.337,475,536,720,,,,,,Igh,,,,PIGA,P37287,1.604,0.85,1.097,0.879
10548-35,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,43,20.393,0.035,0.035,0.049,0.98,458.895,792,1662,6498,46.092,0.037,0.03,0.047,0.957,170.188,935,1660,6121,,,,,,Igh,,,,KLRG1,Q96E93,1.365,0.981,0.852,0.966
10550-37,SL004132,BMP RIB,Bone morphogenetic protein receptor type-1B,O00238,Protein,Human,20%,3.62E-10,56,5.132,0.071,0.078,0.105,0.803,11.438,245,364,591,11.48,0.049,0.029,0.057,0.767,3.95,368,502,656,,,,,,BMPR1B,658,ENSG00000138696,HGNC:1077,,,1.508,0.856,0.926,0.82
10551-7,SL007008,LAT,Linker for activation of T-cells family member 1,O43561,Protein,Human,20%,1.76E-10,39,32.223,0.045,0.035,0.057,0.982,53.133,698,1948,20317,48.971,0.031,0.027,0.042,0.972,859.22,531,1749,20893,,,,,,LAT,27040,ENSG00000213658,HGNC:18874,,,1.173,0.987,0.745,0.986
10552-88,SL017983,NKG2F,NKG2-F type II integral membrane protein,O43908,Protein,Human,20%,6.02E-12,47,7.975,0.059,0.061,0.084,0.872,11.843,342,624,1111,11.783,0.046,0.024,0.052,0.665,10.014,318,411,627,,,,,,KLRC4,8302,ENSG00000183542,HGNC:6377,,,1.52,0.939,1.1,0.933
10553-8,SL017988,TOIP2,Torsin-1A-interacting protein 2,Q8NFQ8,Protein,Human,20%,1.53E-11,63,40.975,0.035,0.037,0.051,0.751,4.885,1959,3200,5718,27.188,0.035,0.031,0.047,0.762,3.61,1706,2046,3132,,,,,,TOR1AIP2,163590,ENSG00000169905,HGNC:24055,,,1.382,0.918,0.876,0.856
10554-23,SL009072,BGAL,Beta-galactosidase,P16278,Protein,Human,20%,7.73E-11,7,2.389,0.545,0.44,0.7,0.19,1.285,5,20,102,12.708,0.275,0.189,0.333,0.461,1.104,18,54,140,,,,,,GLB1,2720,ENSG00000170266,HGNC:4298,,,2.695,0.34,1.523,0.237
10557-6,SL018003,TEX29,Testis-expressed sequence 29 protein,Q8N6K0,Protein,Human,0.5%,7.22E-12,49,25.863,0.032,0.034,0.047,0.795,2.243,1367,1954,2901,75.245,0.032,0.023,0.039,0.966,26.087,2504,3169,3896,,,,,,TEX29,121793,ENSG00000153495,HGNC:20370,,,0.683,0.811,0.406,0.743
10558-26,SL008436,PCDH9,Protocadherin-9,Q9HC56,Protein,Human,20%,1.33E-10,66,64.257,0.035,0.032,0.047,0.842,29.446,2906,5074,8550,102.889,0.027,0.021,0.034,0.895,16.929,4202,6588,10170,,,,,30072576,PCDH9,5101,ENSG00000184226,HGNC:8661,,,1.144,0.921,0.847,0.813
10560-1,SL025895,ITM2C:N-term,Integral membrane protein 2C:N-term,Q9NQX7,Protein,Human,20%,6.84E-12,28,5.643,0.087,0.047,0.099,0.634,36.098,90,164,652,7.446,0.098,0.06,0.115,0.475,1.65,107,182,580,,,,,,ITM2C,81618,ENSG00000135916,HGNC:6175,,,3.203,0.817,1.44,0.862
10561-5,SL004512,PGRP-I-alpha,Peptidoglycan recognition protein 3,Q96LB9,Protein,Human,20%,2.49E-11,38,12.678,0.145,0.076,0.164,0.374,1.155,213,555,971,31.69,0.134,0.072,0.152,0.55,1.348,541,1010,1437,,,,,,PGLYRP3,114771,ENSG00000159527,HGNC:30014,,,1.851,0.815,1.081,0.643
10562-42,SL015086,NETO2,Neuropilin and tolloid-like protein 2,Q8NC67,Protein,Human,20%,5E-11,40,13.366,0.054,0.05,0.074,0.839,791.842,519,708,2857,24.708,0.043,0.03,0.053,0.918,11.936,634,779,2405,,,,,,NETO2,81831,ENSG00000171208,HGNC:14644,,,1.457,0.943,0.896,0.901
10563-13,SL018021,LYSM3,LysM and putative peptidoglycan-binding domain-containing protein 3,Q7Z3D4,Protein,Human,20%,5.51E-11,33,3.615,0.048,0.031,0.058,0.737,2.433,104,135,313,6.96,0.035,0.016,0.039,0.744,10.292,144,173,304,,,,,,LYSMD3,116068,ENSG00000176018,HGNC:26969,,,1.644,0.818,1.134,0.853
10565-19,SL017951,SLIK3,SLIT and NTRK-like protein 3,O94933,Protein,Human,20%,8.96E-12,71,82.204,0.02,0.02,0.028,0.971,505.95,1914,4636,14821,59.657,0.014,0.009,0.017,0.98,396.511,1893,4030,10116,,,,,29875488|30072576,SLITRK3,22865,ENSG00000121871,HGNC:23501,,,1.282,0.989,0.874,0.967
10569-28,SL012443,MFAP2,Microfibrillar-associated protein 2,P55001,Protein,Human,0.5%,1.34E-10,54,13.476,0.061,0.038,0.072,0.665,1.998,669,945,1541,52.893,0.066,0.041,0.078,0.719,3.653,2012,2686,3465,,,,,,MFAP2,4237,ENSG00000117122,HGNC:7033,Urinary protein 1,P11684,1.419,0.826,1.066,0.622
10571-14,SL018096,MGAT1,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",P26572,Protein,Human,20%,1.03E-11,34,8.791,0.03,0.028,0.041,0.951,5430.679,242,381,2341,13.528,0.025,0.019,0.031,0.928,95.046,265,351,2876,,,,,,MGAT1,4245,ENSG00000131446,HGNC:7044,,,1.259,0.985,0.867,0.97
10572-65,SL012372,CST8,Cystatin-8,O60676,Protein,Human,20%,6.87E-11,67,129.428,0.052,0.044,0.068,0.925,11.154,4898,9434,21583,96.482,0.034,0.026,0.043,0.86,14.844,3942,6007,11812,,,,,,CST8,10047,ENSG00000125815,HGNC:2480,,,1.099,0.922,0.775,0.871
10574-10,SL000283,b2-Microglobulin,Beta-2-microglobulin,P61769,Protein,Human,20%,3.86E-12,34,31.482,0.041,0.039,0.057,0.929,15.379,719,1524,5428,102.639,0.036,0.031,0.047,0.937,17.475,1183,3218,14598,,,,,,B2M,567,ENSG00000166710|ENSG00000273686,HGNC:914,,,1.104,0.984,0.713,0.964
10575-31,SL018139,PUF60,Poly(U)-binding-splicing factor PUF60,Q9UHX1,Protein,Human,20%,3.79E-12,71,78.556,0.025,0.02,0.032,0.909,26.353,3762,5841,9300,51.369,0.025,0.02,0.032,0.902,25.165,3356,4454,6435,,,,30072576,,PUF60,22827,ENSG00000274081|ENSG00000179950,HGNC:17042,,,1.071,0.928,0.772,0.748
10580-14,SL012586,SFTA2,Surfactant-associated protein 2,Q6UW10,Protein,Human,20%,2.49E-11,48,5.73,0.045,0.077,0.089,0.916,3439367.673,198,286,708,6.853,0.026,0.033,0.042,0.834,20.824,221,276,822,,,,,,SFTA2,389376,ENSG00000237814|ENSG00000225454|ENSG00000230072|ENSG00000206465|ENSG00000196260,HGNC:18386,,,1.5,0.935,1.06,0.929
10582-36,SL018286,SG196,Protein O-mannose kinase,Q9H5K3,Protein,Human,20%,1.34E-10,32,9.275,0.21,0.094,0.23,0.55,5.479,91,265,551,20.079,0.269,0.157,0.311,0.699,3.195,222,666,1485,,,,,,POMK,84197,ENSG00000185900,HGNC:26267,,,1.814,0.807,1.111,0.623
10583-1,SL018282,TM108,Transmembrane protein 108,Q6UXF1,Protein,Human,20%,1.61E-10,55,2.945,0.024,0.023,0.034,0.941,133.663,124,180,648,5.303,0.018,0.037,0.041,0.917,9.758,176,219,492,,,,,,TMEM108,66000,ENSG00000144868,HGNC:28451,,,2.007,0.945,1.3,0.944
10584-7,SL018289,NDUS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",O43181,Protein,Human,20%,2.43E-11,71,43.815,0.038,0.033,0.051,0.974,101.151,706,3770,7222,42.943,0.025,0.017,0.03,0.945,93892.046,597,1967,3505,,,,,,NDUFS4,4724,ENSG00000164258,HGNC:7711,,,1.164,0.966,0.662,0.731
